YEAR,LocationAbbr,TopicDesc,MeasureDesc,Smoke_Rate,Data_Value_Std_Err,Sample_Size,Gender,Education,GeoLocation
1999,NJ,Cigarette Use (Youth),Smoking Status,63.2,1.9,3331,Male,High School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,2.2,0.4,4199,Male,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,34.7,1.8,8196,Overall,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,11,1,4153,Female,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,13.8,1.1,6772,Overall,High School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,63.6,1.4,6687,Overall,High School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,2.3,0.4,4153,Female,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,35.5,2.1,4091,Male,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,27.6,1.3,6772,Overall,High School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,33.8,1.8,4088,Female,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,13.3,1.5,3363,Female,High School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,9.9,1,4199,Male,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,26.4,1.5,3373,Male,High School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,14.1,1.4,3373,Male,High School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,28.4,1.7,3363,Female,High School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,63.8,1.9,3326,Female,High School,"(40.130570048, -74.273691288)"
1999,NJ,Cigarette Use (Youth),Smoking Status,10.5,0.9,8371,Overall,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,0.5,0.2,4153,Female,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,10.3,0.7,4035,Male,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,2.9,0.5,4153,Female,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,10.7,0.7,6598,Overall,High School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,8.2,0.5,8166,Overall,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,6.2,0.6,4112,Female,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,23.9,1.1,3092,Male,High School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,0.7,0.1,8277,Overall,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,8.6,0.8,3184,Female,High School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,1.4,0.2,6598,Overall,High School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,0.6,0.3,3271,Female,High School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,0.9,0.2,4101,Male,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,5.4,0.6,3271,Female,High School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,5.7,0.5,4101,Male,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,16.1,0.8,6310,Overall,High School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,15.6,1.1,3281,Male,High School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,4.3,0.4,8277,Overall,Middle School,"(40.130570048, -74.273691288)"
1999,NJ,Smokeless Tobacco Use (Youth),User Status,2,0.3,3281,Male,High School,"(40.130570048, -74.273691288)"
1999,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,56.2,1.9,523,Overall,High School,"(35.472031356, -97.521070214)"
1999,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,54.9,5.5,147,Male,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,60.8,2.2,277,Female,High School,"(35.472031356, -97.521070214)"
1999,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,56.2,4.2,266,Overall,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,57.9,5.8,119,Female,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,51.4,2.8,244,Male,High School,"(35.472031356, -97.521070214)"
1999,OK,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,50.3,2.7,274,Male,High School,"(35.472031356, -97.521070214)"
1999,OK,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,51.8,5.9,166,Male,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,57.3,2.7,301,Female,High School,"(35.472031356, -97.521070214)"
1999,OK,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,56.9,4.1,303,Overall,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,63.2,3.6,137,Female,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,53.9,2.2,578,Overall,High School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,34,2.3,908,Female,High School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,16.1,1.8,916,Male,High School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,68.9,1.6,1882,Overall,High School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,48.9,2.9,996,Male,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,71,1.9,948,Male,High School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,15.8,2.4,1004,Female,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,4.1,1,1004,Female,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,6.6,1.1,980,Male,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,16.7,1.8,908,Female,High School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,46.2,2.9,2043,Overall,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,33,1.6,1828,Overall,High School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,17.9,2,980,Male,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,5.4,0.8,1986,Overall,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,16.5,1.4,1828,Overall,High School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,66.8,2.4,930,Female,High School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,31.8,2,916,Male,High School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,16.9,1.9,1986,Overall,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Cigarette Use (Youth),Smoking Status,43.4,3.1,1046,Female,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,2.8,0.6,1029,Male,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,18.6,1.7,2088,Overall,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,13,1,1908,Overall,High School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,31.4,1.7,1885,Overall,High School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,1.6,0.3,2100,Overall,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,5.5,0.7,1908,Overall,High School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,8.2,1.9,1065,Female,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,23.2,1.7,967,Male,High School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,11.7,1.3,927,Female,High School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,2.4,0.6,937,Female,High School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,6.7,0.8,2100,Overall,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,11.3,1.3,1029,Male,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,10.3,1.2,967,Male,High School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,1.8,0.7,1067,Female,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,50.2,2.3,954,Male,High School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,28.4,2.1,1019,Male,Middle School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,0.4,0.3,937,Female,High School,"(35.472031356, -97.521070214)"
1999,OK,Smokeless Tobacco Use (Youth),User Status,0.4,0.2,1067,Female,Middle School,"(35.472031356, -97.521070214)"
1999,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,66,5.9,83,Female,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,64.6,3.6,216,Overall,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,64,5.1,130,Male,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,58.9,3.6,246,Overall,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,67,5.8,98,Female,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,54,5.2,146,Male,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cigarette Use (Youth),Smoking Status,3.4,0.8,962,Male,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cigarette Use (Youth),Smoking Status,40.4,3.5,945,Male,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cigarette Use (Youth),Smoking Status,10,1.7,941,Female,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cigarette Use (Youth),Smoking Status,36.9,3.4,1872,Overall,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cigarette Use (Youth),Smoking Status,14.5,2,962,Male,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cigarette Use (Youth),Smoking Status,12.4,1.7,1910,Overall,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cigarette Use (Youth),Smoking Status,1,0.4,941,Female,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cigarette Use (Youth),Smoking Status,2.2,0.5,1910,Overall,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Cigarette Use (Youth),Smoking Status,33.1,3.5,923,Female,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Smokeless Tobacco Use (Youth),User Status,8.4,1.5,988,Male,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Smokeless Tobacco Use (Youth),User Status,2.8,0.9,963,Female,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Smokeless Tobacco Use (Youth),User Status,10.7,1.9,956,Female,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Smokeless Tobacco Use (Youth),User Status,0.5,0.5,963,Female,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Smokeless Tobacco Use (Youth),User Status,23.9,2.4,974,Male,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Smokeless Tobacco Use (Youth),User Status,1.7,0.5,988,Male,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Smokeless Tobacco Use (Youth),User Status,5.6,1.1,1958,Overall,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Smokeless Tobacco Use (Youth),User Status,17.4,1.9,1935,Overall,Middle School,"(44.353130053, -100.373530637)"
1999,SD,Smokeless Tobacco Use (Youth),User Status,1.1,0.3,1958,Overall,Middle School,"(44.353130053, -100.373530637)"
1999,TN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,48.6,5,233,Female,High School,"(35.68094058, -85.774490914)"
1999,TN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,57,5.3,144,Overall,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,60.7,6.4,72,Female,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,52.3,7,71,Male,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,52.2,3.1,482,Overall,High School,"(35.68094058, -85.774490914)"
1999,TN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,56.4,3.8,247,Male,High School,"(35.68094058, -85.774490914)"
1999,TN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,53.6,5.7,75,Female,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,53.7,2.7,249,Male,High School,"(35.68094058, -85.774490914)"
1999,TN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,52.7,2.7,245,Female,High School,"(35.68094058, -85.774490914)"
1999,TN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,53.1,1.4,496,Overall,High School,"(35.68094058, -85.774490914)"
1999,TN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,53.6,4.6,146,Overall,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,52.8,7.3,70,Male,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,71.9,3,706,Female,High School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,47.3,3.2,622,Male,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,13.9,1.9,586,Female,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,44.2,2.2,1236,Overall,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,21.1,1.6,1407,Overall,High School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,36.8,3.1,688,Female,High School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,73.8,2,729,Male,High School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,4.6,0.9,611,Male,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,13.7,1.2,1200,Overall,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,22.2,2.1,716,Male,High School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,19.9,2,688,Female,High School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,3.8,0.8,1200,Overall,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,36.4,2,1407,Overall,High School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,35.9,1.8,716,Male,High School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,13.5,1.9,611,Male,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,72.9,2,1438,Overall,High School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,2.9,0.9,586,Female,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Cigarette Use (Youth),Smoking Status,41,3.5,612,Female,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,7.7,1.1,742,Male,High School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,3.7,1,712,Female,High School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,6.5,1,619,Female,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,0.2,0.2,632,Female,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,1.9,0.5,663,Male,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,4.2,0.7,1458,Overall,High School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,10.1,2,663,Male,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,1.8,0.6,632,Female,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,13.4,1.6,1458,Overall,High School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,48.2,3.5,716,Male,High School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,22.6,2.4,742,Male,High School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,15.6,1.7,1254,Overall,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,6,1.2,1298,Overall,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,0.6,0.4,712,Female,High School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,33.3,2.4,1417,Overall,High School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,1.1,0.3,1298,Overall,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,24.5,2.7,633,Male,Middle School,"(35.68094058, -85.774490914)"
1999,TN,Smokeless Tobacco Use (Youth),User Status,18.2,3,698,Female,High School,"(35.68094058, -85.774490914)"
2000,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,63.9,5.2,172,Female,High School,"(32.840571122, -86.631860762)"
2000,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,60.9,4.1,173,Male,High School,"(32.840571122, -86.631860762)"
2000,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,56.3,4.7,120,Male,Middle School,"(32.840571122, -86.631860762)"
2000,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,52.7,5.9,89,Female,Middle School,"(32.840571122, -86.631860762)"
